DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2016,1.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2017,2.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2018,2.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2019,1.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2020,-5.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2021,6.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2022,3.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2023,0.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,European Union - 27 countries (from 2020),2024,1.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2013,-1.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2014,-0.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2015,0.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2016,2.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2017,3.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2018,1.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2019,1.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2020,-2.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2021,2.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2022,0.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2023,-0.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Finland,2024,-0.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2013,0.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2014,1.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2015,1.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2016,0.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2017,2.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2018,1.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2019,2.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2020,-7.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2021,6.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2022,2.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2023,1.4,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,France,2024,1.2,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2013,-0.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2014,-0.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2015,2.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2016,3.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2017,3.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2018,2.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2019,3.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2020,-8.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2021,12.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2022,7.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2023,3.3,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Croatia,2024,3.9,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2013,2.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2014,4.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2015,3.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2016,2.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2017,4.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2018,5.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2019,5.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2020,-4.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2021,7.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2022,4.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2023,-0.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Hungary,2024,0.5,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2013,2.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2014,9.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2015,24.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2016,1.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2017,10.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2018,7.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2019,5.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2020,7.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2021,16.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2022,8.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2023,-5.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Ireland,2024,1.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2013,4.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2014,1.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2015,4.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2016,6.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2017,4.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2018,4.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2019,1.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2020,-6.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2021,5.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2022,9.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2023,5.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Iceland,2024,0.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2013,-1.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2014,0.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2015,0.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2016,1.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2017,1.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2018,0.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2019,0.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2020,-8.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2021,8.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2022,4.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2023,0.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Italy,2024,0.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2013,4.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2014,3.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2015,2.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2016,2.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2017,4.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2018,4.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2019,4.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2020,0.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2021,6.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2022,2.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2023,0.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Lithuania,2024,2.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2013,3.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2014,2.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2015,2.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2016,5.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2017,1.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2018,1.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2019,2.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2020,-0.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2021,6.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2022,-1.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2023,-0.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Luxembourg,2024,1.0,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2013,2.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2014,2.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2015,3.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2016,2.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2017,3.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2018,4.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2019,0.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2020,-3.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2021,6.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2022,1.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2023,2.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Latvia,2024,-0.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2013,3.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2014,1.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2015,3.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2016,2.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2017,4.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2018,5.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2019,4.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2020,-15.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2021,13.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2022,6.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2023,6.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Montenegro,2024,3.0,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2013,2.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2014,3.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2015,3.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2016,2.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2017,1.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2018,2.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2019,3.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2020,-4.7,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2021,4.5,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2022,2.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2023,2.1,p,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,North Macedonia,2024,2.8,e,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2013,6.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2014,7.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2015,9.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2016,4.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2017,13.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2018,7.2,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2019,4.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2020,-3.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2021,13.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2022,4.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2023,6.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Malta,2024,5.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2013,0.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2014,1.6,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2015,2.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2016,2.4,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2017,2.8,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2018,2.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2019,2.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2020,-3.9,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2021,6.3,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2022,5.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2023,0.1,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Netherlands,2024,1.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2013,1.0,,
ESTAT:TEC00115(1.0),03/06/25 11:00:00,Annual,"Chain linked volumes, percentage change on previous period",Gross domestic product at market prices,Norway,2014,2.0,,
